,message,hate_speech
6749,YouTube - Mad Max & Feral Boy Mad Max and Feral Boy YouTube - Mad Max 2 - Feral Boomerang Kid Feral Boy throws sharpened boomerang and kills bandits,0
6750,I shall live by these 10 rules for the rest of my life as if they where the word of god .,0
6751,"Another reason it might say so in the Census is because whites like me refused to fill out the census , to deliberately help skew it towards whinorities .",0
6752,"I want people to be shocked about `` minority '' takeover , and to react by building community with whites where they were chicken to , before , and to have white kids .",0
6753,CYF First World Status,0
6754,"None dare call it White genocide Forward this around to friends and family , spread the word : None dare call it White genocide",0
6755,"They should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the Jewish threat and negroid on our race .",1
6756,I utterly want to vomit after watching this disgusting pro invasion of White countries ad .,0
6757,EU apology for ' racist ' pro-diversity ad - YouTube,0
6758,"if you have enough money for high speed internet to download it you can probably afford the book ! you have your priorities mixed up if you have high speed internet which you 'd need to d/l it but cant feed your kids , lol .",0
6759,Here are a few of my favourites by Dr. Pierce !,0
6760,YouTube - Dr William Pierce discusses `` Haiti '' YouTube - Dr William Pierce discusses `` liberals '' YouTube - Odysseus ' Way by Dr. William Pierce YouTube - Dr William Pierce discusses `` black inventions '',0
6761,On Set of Nickelodeon 's `` The Haunted Hathaways '' - YouTube 3 white women no father living in a house with three negro males .,0
6762,"To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .",1
6763,"Sorry, for all who have lost a loved one .",0
6764,"May they always Rest in Peace , my prayers go out to them .",0
6765,Amen .,0
6766,"The country with the most significant `` baby-boom '' is Estonia ( TFR from ~ 1,2 in 1998 to ~ 1,7 in this year ) : http://pub.stat.ee/px-web.2001/Dialo...Births/&lang=1AlsoCzechRep.hasitsfertilityratesignificiantlyincreased:http://www.czso.cz/eng/csu.nsf/informace/aoby032008.doc Denmark and Norway in this year probably will have record high TFR level since early 1970 's .",0
6767,"Holly Quick , age 16 , brutally raped and murdered by an apelike negro .",1
6768,She was tortured and mutilated .,0
6769,"Tamir Hamilton , sadistic rapist/murder .",0
6770,"Two weeks before raping and killing Holly , he raped a college student .",0
6771,He has two previous felony convictions for violent crimes .,0
6772,"May you rot in Hell , `` Tamir . '' http://news.rgj.com/apps/pbcs.dll/ar ... 34/1004/NEWS19",0
6773,This thread makes me both sad and angry .,0
6774,Innocent whites including white children all murdered by heartless groid savages .,1
6775,Breaks my heart and boils my blood .,0
6776,"Ya know , if they can sell this stuff to White women , what CAN' T they sell them ? They could literally spread dog poop on a bun and charge $ 10 a sandwich ... I ca n't wait to see the commercials and watch some beauty like Sandra Bullock sink her teeth into it !!",0
6777,This is just the tip of the iceberg .,0
6778,"These deaths are barely reported on the local level , much less the international level .",0
6779,"Yes, this book is trash , I was made to read it four times in public school while I was growing up .",0
6780,I guess they just really wanted to make sure the lies sunk in .,0
6781,If you click on the new nation news link at the bottom of my post your will go to a website full of white victims of black crime .,0
6782,When you get to the site click on Dark Crimes .,0
6783,It can cause rage .,0
6784,Did anyone else see that Guinness Black Lager commercial ?,0
6785,Im on youtube trying to find it right now .,0
6786,- `` Something about black '' and the old favorite `` Once you go black you never go back '',1
6787,A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit against the company alleging that he was fired after refusing requests from Chief Executive jew Dov Charney to inflate figures on the company 's balance sheet .,0
6788,"The lawsuit , filed in Los Angeles County Superior Court last week , is the latest in a string of cases against the company and the jew Charney including five sexual harassment cases that have been settled , dismissed or placed in arbitration .",0
6789,Source,0
6790,Making them up a history because they have none ?,0
6791,"The cover art for this textbook made me laugh HARD , when I first saw it .",0
6792,"Anybody with half a brain knows that 's it 's BS and how Negroes have n't done anything for the development of any society , let alone Europe .",1
6793,"Are there any sources that state that it was Trotsky who reiceived the money and was responsible for destruction of Black Hundreds , as opposed to Lenin or another Bolshevik leader ?",0
6794,"Mate, have you been to Britain ?",0
6795,There are places where you can walk around all day and not see a single white face .,0
6796,We 're totally flooded .,0
6797,Breaks the heart ...,0
6798,I accept it and i like white americans .,0
6799,"But you must know that caucasians is not like blacks , they just animals and subhumans .",1
6800,Does anyone have a link to download of this book in English ?,0
6801,Has it been translated to English at all ?,0
6802,Thanks,0
6803,YEA!,0
6804,"So lets kill all the whites there because every single one of them is a ZOG agent , even the children !",0
6805,Sounds like a smart idea .,0
6806,Well they have got to be more aware then the idiots we have over here absorbing all the bs with there little sponge brains .,1
6807,"dancing Armenians , if sombody can find any non white Armenian , i bid i 'll eat yelow pages without cooking !",0
6808,http://www.youtube.com/watch?v=O-mRZ...elated&search=http://www.youtube.com/watch?v=qzaV3...elated&search=http://www.youtube.com/watch?v=RRoj1...elated&search=http://www.youtube.com/watch?v=3-URO...elated&search=http://www.youtube.com/watch ? v = v12VY ... elated & search =,0
6809,hi guys i have just registered in order to say my opinion from my experience in real life or internet about your issues .,0
6810,I'm just dull sometimes ....,0
6811,"LOL But yes , it does sound like a great plan .",0
6812,Work overseas for about 5 years .,0
6813,Come back home and buy a house near a forest full of game ....,0
6814,Freehold !!!,0
6815,I'm interested in knowing if they 're slavic people or are they arabs claiming to be Ukrainian or other minorities using the title of Ukrainians ? 2508,0
